Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
dylan davies,119.65,700.0,120,EPF,2017-07-11,european masters championships
dylan davies,138.0,735.0,120+,EPF,2019-07-03,european masters championships
dylan moldovan,85.3,735.0,93,IPF,2018-09-03,world juniors & sub-juniors championships
dylon cook,118.55,925.0,120,IPF,2018-09-03,world juniors & sub-juniors championships
dzmitry kirkouski,65.34,492.5,66,EPF,2016-04-14,european sub-juniors & juniors championships
dávid hradiský,92.4,630.0,93,EPF,2017-10-06,danube cup
dávid malovec,58.5,347.5,59,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
dávid rácz',73.4,622.5,74,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
eden scantlebury-watson,73.72,490.0,74,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
edgar perez,98.57,930.0,105,IPF,2016-11-14,world open championships
edhar dolhyi,58.69,557.5,59,EPF,2019-05-04,european equipped powerlifting championships
eduard andreiev,58.76,430.0,59,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
eduard andreiev,65.56,542.5,66,IPF,2023-08-24,world junior and sub-junior equipped championships
eduard frolov,82.27,722.5,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
eduard frolov,88.24,775.0,93,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
eduard tepper,82.2,840.0,83,EPF,2014-05-07,european open powerlifting championships
edvard jensen jan,92.82,740.0,93,IPF,2017-10-01,world masters powerlifting championships
edward anderson,104.46,660.0,105,IPF,2012-10-02,world masters powerlifting championships
edward rożnowski,92.08,630.0,93,EPF,2012-07-17,european masters powerlifting championships
eero mäki,73.17,627.5,74,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
eetu kumpulainen,73.76,800.0,74,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
eetu kumpulainen,82.79,815.0,83,EPF,2022-05-03,european powerlifting championships
efim tcebenko,59.0,492.5,59,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
egidijus valčiukas,52.95,545.0,53,EPF,2016-04-14,european sub-juniors & juniors championships
egill benediktsson,117.3,775.0,120,IPF,2024-11-11,world open equipped powerlifting championships
egor nosach,52.47,397.5,53,EPF,2019-05-04,european equipped powerlifting championships
egor palczewski,52.61,290.0,53,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
egor rezepov,145.86,872.5,120+,IPF,2013-08-27,world juniors & sub-juniors championships
egor tkachuk,138.51,725.0,120+,IPF,2019-08-26,world juniors & sub-juniors championships
eiji yamada,71.1,560.0,74,IPF,2023-10-08,world masters classic & equipped powerlifting championships
eiji yamamoto,58.78,460.0,59,IPF,2018-10-02,world masters powerlifting championships
eiji yamamoto,65.0,545.0,66,IPF,2016-10-03,world masters championships
einar örn guðnason,115.0,895.0,120,IPF,2024-11-11,world open equipped powerlifting championships
einar örn guðnason,92.3,765.0,93,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
eirik andreas eriksen seim,115.95,747.5,120,EPF,2024-05-01,european equipped masters powerlifting championships
eita ito,153.5,892.5,120+,IPF,2018-11-05,world powerlifting championships
eivitas stabarauskas,72.35,260.0,74,IPF,2023-11-13,world open equipped powerlifting championships
ekramy shalaby,72.68,725.0,74,IPF,2013-11-04,world powerlifting championships
elar kraav,104.6,925.0,105,EPF,2012-05-08,european open powerlifting championships
elavarasan s,92.76,787.5,93,IPF,2019-11-18,world powerlifting championships
elchin muradov,65.4,617.5,66,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
eldon williamson,98.07,572.5,105,IPF,2013-09-24,world masters powerlifting championships
elias brandecker,72.94,645.0,74,EPF,2022-05-03,european powerlifting championships
elias brandecker,91.45,925.0,93,IPF,2024-11-11,world open equipped powerlifting championships
elmar põldsalu,56.92,315.0,59,IPF,2016-10-03,world masters championships
emau siaosi,140.0,725.0,120+,IPF,2024-11-11,world open equipped powerlifting championships
emil alin,111.78,492.5,120,IPF,2017-10-01,world masters powerlifting championships
emil steinar bjornsson,114.8,430.0,120,IPF,2024-11-11,world open equipped powerlifting championships
emmerik vanhee,73.36,687.5,74,IPF,2015-11-09,world powerlifting championships
emmerik vanhee,79.5,720.0,83,EPF,2019-05-04,european equipped powerlifting championships
emmerik vanhee,92.45,747.5,93,EPF,2023-09-08,western european powerlifting championships
emnelk meza,53.0,427.5,53,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
endre wollan,102.73,875.0,105,EPF,2014-09-11,western european powerlifting championships
endre wollan,105.32,900.0,120,IPF,2013-11-04,world powerlifting championships
enkhbat sanduijav,73.96,685.0,74,IPF,2017-10-01,world masters powerlifting championships
enkhbold khuder,102.84,965.0,105,IPF,2017-11-13,world powerlifting championships
enkhjargal damdin,91.9,662.5,93,IPF,2018-10-02,world masters powerlifting championships
enkhtur lkhagvajav,82.55,712.5,83,IPF,2023-10-08,world masters classic & equipped powerlifting championships
enrique caballero tinajas,64.04,487.5,66,EPF,2016-04-14,european sub-juniors & juniors championships
enrique lugo,118.89,982.5,120,IPF,2019-08-26,world juniors & sub-juniors championships
eray cingi,73.7,720.0,74,EPF,2022-05-03,european powerlifting championships
erbol nauanov,81.78,855.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
erdene-ochir maguujin,81.1,505.0,83,IPF,2018-10-02,world masters powerlifting championships
eren kayadan,73.4,612.5,74,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
eric bar,103.83,565.0,105,EPF,2023-07-05,european equipped masters powerlifting championships
eric bar,117.35,615.0,120,EPF,2024-05-01,european equipped masters powerlifting championships
eric kupperstein,58.96,612.5,59,IPF,2012-10-02,world masters powerlifting championships
eric mauchosse,91.46,760.0,93,EPF,2011-07-05,european masters powerlifting championships
eric oishi,65.6,740.0,66,IPF,2018-11-05,world powerlifting championships
eric torres #1,52.84,527.5,53,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
eric verbel,65.45,460.0,66,IPF,2024-10-05,world classic & equipped masters powerlifting championships
erick aguilar,50.3,385.0,53,IPF,2013-08-27,world juniors & sub-juniors championships
eriek nickson,73.85,775.0,74,IPF,2012-11-10,world powerlifting championships
erik boháčik,65.81,445.0,66,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
erik fredriksen,101.2,892.5,105,EPF,2016-09-08,western european powerlifting championships
erik gunhamn,101.11,982.5,105,EPF,2019-05-04,european equipped powerlifting championships
erik gunhamn,92.4,898.0,93,EPF,2015-04-07,european sub-junior & junior powerlifting championships
erik kasabuske,91.58,825.0,93,IPF,2011-11-08,world powerlifting championships
erik larsson,82.18,797.5,83,IPF,2019-08-26,world juniors & sub-juniors championships
erik rasmussen,82.87,692.5,83,EPF,2012-07-17,european masters powerlifting championships
erik rasmussen,87.32,707.5,93,IPF,2012-10-02,world masters powerlifting championships
erik setnický,80.39,590.0,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
erik sipos,145.6,660.0,120+,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
erkan çayır,102.45,582.5,105,IPF,2022-08-27,world junior equipped powerlifting championships
erkhemjargal byambatugs,91.45,637.5,93,IPF,2022-08-27,world junior equipped powerlifting championships
erkki hirsnik,103.2,875.0,105,EPF,2015-05-06,european open men's championships
ernie parkes,80.87,512.5,83,IPF,2014-09-21,world masters powerlifting championships
eryk walczak,100.78,777.5,105,EPF,2021-07-07,european masters powerlifting championships
eryk walczak,105.1,750.0,120,IPF,2021-08-23,world juniors sub-juniors & masters championships
espen andreas rødsjø,81.45,712.5,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
esteban castro,80.55,650.0,83,IPF,2018-11-05,world powerlifting championships
etienne lited,58.8,632.5,59,IPF,2012-11-10,world powerlifting championships
eudson lima,58.6,667.5,59,IPF,2014-11-03,world powerlifting championships
eudson lima,64.53,755.0,66,IPF,2019-11-18,world powerlifting championships
eugenijus pyragas,82.25,752.5,83,EPF,2014-04-09,european sub-juniors & juniors championships
eugenio rojo miguel,72.09,640.0,74,EPF,2015-09-26,arnold's europe powerlifting championships
eugeny kuzmin,89.35,922.5,93,EPF,2011-06-11,european junior & sub-junior powerlifting championships
eumenes souza,151.49,942.5,120+,IPF,2016-11-14,world open championships
evan mccloy,92.02,762.5,93,IPF,2019-11-18,world powerlifting championships
evgenii stepanov,82.85,825.0,83,IPF,2021-08-23,world juniors sub-juniors & masters championships
evgeniy beliy,98.68,887.5,105,EPF,2019-09-07,danube powerlifting cup
evgeniy berdnikov,92.45,930.0,93,EPF,2014-05-07,european open powerlifting championships
evgeniy kapralov,118.92,987.5,120,IPF,2019-11-18,world powerlifting championships
evgeniy melnikov,81.5,640.0,83,EPF,2015-04-07,european sub-junior & junior powerlifting championships
evgeniy stepanov #1,65.8,627.5,66,IPF,2018-10-02,world masters powerlifting championships
evgeniy stepanov #1,73.95,657.5,74,IPF,2019-10-07,world masters powerlifting championships
evgeniy stepanov #2,73.55,685.0,74,EPF,2019-05-04,european equipped powerlifting championships
evgeniy vasyukov,82.68,925.0,83,IPF,2012-11-10,world powerlifting championships
evgeny yagovitin,107.4,715.0,120,EPF,2014-04-09,european sub-juniors & juniors championships
evžen sičevskyj,102.52,852.5,105,IPF,2019-08-26,world juniors & sub-juniors championships
evžen sičevskyj,92.3,725.0,93,IPF,2018-09-03,world juniors & sub-juniors championships
ewald stadlhofer,65.5,490.0,66,EPF,2017-07-11,european masters championships
ewald stadlhofer,71.94,502.5,74,EPF,2021-07-07,european masters powerlifting championships
fabian machado,81.84,772.5,83,IPF,2013-08-27,world juniors & sub-juniors championships
fabiano fulvi,93.06,640.0,105,EPF,2012-07-17,european masters powerlifting championships
fabiano fulvi,90.18,660.0,93,EPF,2014-07-08,european masters powerlifting championships
fabice leriche,92.58,615.0,93,EPF,2017-07-11,european masters championships
fabio maglia,91.15,705.0,93,IPF,2024-11-11,world open equipped powerlifting championships
fabrice bertin,82.84,688.5,83,EPF,2018-07-03,european masters championships
fabrice leriche,91.42,607.5,93,EPF,2016-07-12,european masters powerlifting championships
fabrice leroy,104.34,712.5,105,IPF,2014-09-21,world masters powerlifting championships
fabrizio posca,92.0,815.0,93,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
fahmy ahmed,118.95,905.0,120,IPF,2013-11-04,world powerlifting championships
fannar gauti dagbjartsson,114.46,852.5,120,EPF,2012-07-17,european masters powerlifting championships
farris collins,95.2,645.0,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
faustas kavaliauskas,58.7,415.0,59,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
federico gasparini,91.45,815.0,93,IPF,2021-11-08,world powerlifting championships
felix vallejo ruiz,92.5,720.0,93,EPF,2024-09-13,western european powerlifting championships
fernando baez-cruz,58.84,350.0,59,IPF,2011-09-26,world masters powerlifting championships
fernando flores,52.47,435.0,53,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
fernando soria,65.7,670.0,66,IPF,2022-07-08,world games
fidar saidaliev,73.71,657.5,74,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
filip czelusniak,91.73,760.0,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
filip czédl,110.54,610.0,120,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
filip czédl,120.05,537.5,120+,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
filip jakubec kristian,73.55,535.0,74,EPF,2018-05-06,european men's championships
filip jakubec kristian,82.94,647.5,83,IPF,2019-08-26,world juniors & sub-juniors championships
filip jakubec kristian,92.85,735.0,93,IPF,2021-08-23,world juniors sub-juniors & masters championships
filip porteš,101.0,567.5,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
filip porteš,106.75,740.0,120,IPF,2018-09-03,world juniors & sub-juniors championships
filip rybár,72.92,552.5,74,EPF,2018-05-06,european men's championships
filip rybár,81.7,607.5,83,EPF,2019-05-04,european equipped powerlifting championships
filip sobotka,104.75,850.0,105,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
filip sobotka,116.15,915.0,120,EPF,2014-04-09,european sub-juniors & juniors championships
filip sobotka,91.85,665.0,93,EPF,2011-06-11,european junior & sub-junior powerlifting championships
filip szałaj,91.21,640.0,93,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
filipp perunov,90.39,710.0,93,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
filippo cardinetti,82.71,695.0,83,EPF,2023-07-05,european equipped masters powerlifting championships
fiveltun jostein,89.95,747.5,93,EPF,2023-09-08,western european powerlifting championships
florin lupas ionut,104.5,770.0,105,EPF,2014-05-07,european open powerlifting championships
florin lupas ionut,119.01,865.0,120,EPF,2016-05-11,european powerlifting championships
florin lupas ionut,143.8,1022.5,120+,IPF,2021-11-08,world powerlifting championships
florin suciu traian,98.15,380.0,105,EPF,2013-10-05,danube cup
floris van melis,101.26,815.0,105,EPF,2015-09-11,western european powerlifting championships
floris van melis,92.06,762.5,93,EPF,2014-09-11,western european powerlifting championships
flosi jónsson,100.4,460.0,105,IPF,2024-10-05,world classic & equipped masters powerlifting championships
francesco cimini,104.99,875.0,105,EPF,2017-09-14,western european championships
francesco cimini,113.29,940.0,120,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
francesco cosseddu,81.83,785.0,83,EPF,2015-09-11,western european powerlifting championships
francesco morese,82.01,700.0,83,EPF,2013-07-09,european masters powerlifting championships
francesco pelizza,119.13,920.0,120,EPF,2012-09-28,western european championships
francesco virzi,83.0,670.0,83,EPF,2011-09-16,western european powerlifting championships
francis rousseau,117.8,880.0,120,IPF,2011-09-26,world masters powerlifting championships
francis rousseau,123.31,922.5,120+,IPF,2013-09-24,world masters powerlifting championships
franck jouveaux,64.64,597.5,66,EPF,2014-07-08,european masters powerlifting championships
franco giummarra,57.69,467.5,59,EPF,2013-07-09,european masters powerlifting championships
frank klein,84.86,492.5,93,EPF,2012-09-28,western european championships
frank nadeau,73.18,585.0,74,IPF,2011-09-26,world masters powerlifting championships
